release	artist	title	genre	lyric	thema
19921100	노이즈	변명	댄스	이젠 너의 변명처럼 너는 나를 떠나겠지만 아무 말도 필요없잖아 이미 알고 있던 이별인걸 언제부터 너는 나에게 싫증을 느꼈었는지 난 이미 알고 있었지 너의 맘이 변했다는 걸 난 이제 너에게 변명은 듣기 싫어 너의 마음이 변했다는걸 알아 하지만 너에게 하고픈 말이 있어 짧은 만남이었지만 날 기억해줘 아무런 변명도 이젠 듣고 싶지 않아 짧았던 만남을 그냥 기억해줘 아무런 변명도 이젠 듣고 싶지 않아 짧았던 만남을 그냥 기억해줘 이제 네가 떠나버리면 나의 마음은 텅비겠지만 날 쉽게 잊을거라고 너무 빨리 말하지마 이제 와서 어떤 말로 날 위로하려 하는지 그건 너의 변명일뿐 너의 이유는 될 수 없어 떠나는 너에게 아무런 말 않을게 나를 사랑한 기억만을 잊지말어 이제와 너에게 어떤 말을 하겠니 그냥 너를 바라보며 보낼 수 밖에 1 2 3 DJ 이젠 너의 변명처럼 너는 나를 떠나겠지만 아무 말도 필요없잖아 이미 알고있던 이별인걸 언제부터 너는 나에게 싫증을 느꼈었는지 난 이미 알고 있었지 너의 맘이 변했다는 걸 아무런 변명도 이젠 듣고 싶지 않아 짧았던 만남을 그냥 기억해줘 아무런 변명도 이젠 듣고 싶지 않아 짧았던 만남을 그냥 기억해줘 이제 네가 떠나버리면 나의 마음은 텅비겠지만 날 쉽게 잊을거라고 너무 빨리 말하지마 이제와서 어떤 말로 날 위로하려 하는지 그건 너의 변명일뿐 너의 이유는 될 수 없어 난 이제 너에게 변명은 듣기 싫어 너의 마음이 변했다는걸 알아 하지만 너에게 하고픈 말이 있어 짧은 만남이었지만 날 기억해줘 떠나는 너에게 아무런 말 않을게 나를 사랑한 기억만은 잊지말어 이제와 너에게 어떤 말을 하겠니 그냥 너를 바라보며 보낼 수 밖에	['파워풀한', '원하는', '신나는']
19930400	듀스	나를 돌아봐	랩/힙합	이제 우리가 시작하겠어 바로 여기서 D E U X DEUX 여기서 우린 보여주고 싶어 D E U X DEUX DEUX 하루 하루 반복되는 날들 의미를 찾을 수 없어 순간 순간이 나에겐 힘들어 왜 언제나 너는 내 맘 속에 난 벗어나고 싶어 언제나 슬픔의 벽속에 나는 둘러싸여져 있는데 시간이 갈수록 그대는 자꾸만 멀어져 가고 있는걸 나를 돌아봐 그대 나를 너의 맘속엔 내가 없지만 나를 돌아봐 나는 지금 널 그리며 서 있어 그대는 나를 슬퍼하는 나를 지금 기다림에 날을 계속하고만 있는 나를 WHY 왜 자꾸만 외면하고 멀어져가는 거야 그대 나에게 두근거리는 내 마음을 그대는 가슴을 닫아 두고 외면을 하고 있지만 언젠가는 넌 알 수 있을꺼야 그때 너의 마음 나에게만 보여줘 언제나 슬픔의 벽속에 나는 둘러싸여져 있는데 시간이 갈수록 그대는 자꾸만 멀어져 가고 있는걸 나를 돌아봐 그대 나를 너의 맘속엔 내가 없지만 나를 돌아봐 나는 지금 널 그리며 서 있어 그대는 나를 가슴 아파하는 나를 난 너 너만을 얻고 싶어 이런 나를 정말로 정말로 이대로 지나칠 수 밖에없는지 정말 난 그대와 정말 사랑할 순 없는지 나를 돌아봐줘 그대여 나를 돌아봐 그대와 나는 하나 될 수 없는 거야 나를 돌아봐줘 그대여 나를 돌아봐 나를 돌아봐 그대 나를 너의 맘속엔 내가 없지만 나를 돌아봐 나는 지금 널 그리며 서 있어	['어두운', '잔잔한', '신나는']
19930606	서태지와 아이들	하여가(何如歌)	댄스	너에게 모든 걸 뺏겨 버렸던 마음이 다시 내게 돌아 오는 걸 느꼈지 너는 언제까지나 나만의 나의 연인이라 믿어왔던 내 생각은 틀리고 말았어 변해버린건 필요가 없어 이제는 널 봐도 아무런 느낌이 없어 나에겐 항상 시선을 멈췄던 예전의 네 모습과 나를 바라보던 네 미소와 너만의 목소리 모든게 그리워 진거야 지금 나에겐 너를 볼때마다 내겐 가슴이 떨리는 그 느낌이 있었지 난 그냥 네게 나를 던진거야 예 나홀로 있을때 조차 너를 기다린다는 설레임에 언제나 기쁘게 마음을 가졌던거야 예 부풀은 내 마음속엔 항상 네가 있었어 하얀 미소의 너를 가득 안고서 이제는 너를 위해 남겨둔 것이 있어 해맑던 네 미소가 담긴 사진을 난 그냥 이대로 뒤돌아 가는가 넌 그냥 이대로 날 잊어 버리나 난 그냥 이대로 뒤돌아 가는가 널 그냥 이대로 보내긴 내 가슴이 너무나 난 그냥 이대로 날 잊어 버리나 난 그냥 이대로 난 그냥 이대로 보내긴 내 가슴이 너무나 너에게 많은걸 바라는 게 아니지 그전처럼 또 바로 그때처럼 말이야 정성이 가득히 있었지 언제나 나를 너무 따뜻하게 대해 주었지 이제는 전화를 네게 거는 것 마저 난 이제 모두 두려워졌어 넌 아닌척하고 있지만 너의 목소리가 너무도 차갑지 난 이제 알 수가 있어 너도 많이 아파하고 있었다는 것만을 너의 진실을 숨기지마 넌 왜 그리 모르지 너를 볼때마다 내겐 가슴이 떨리는 그 느낌이 있었지 난 그냥 네게 나를 던진거야 예 나홀로 있을때 조차 너를 기다린다는 설레임에 언제나 기쁘게 마음을 가졌던거야 예 부풀은 내 마음속엔 항상 네가 있었어 하얀 미소의 너를 가득 안고서 이제는 너를 위해 남겨둔 것이 있어 해맑던 네 미소가 담긴 사진을 난 그냥 이대로 뒤돌아 가는가 넌 그냥 이대로 날 잊어 버리나 난 그냥 이대로 뒤돌아 가는가 널 그냥 이대로 보내긴 내 가슴이 너무나 난 그냥 이대로 날 잊어 버리나 난 그냥 이대로 난 그냥 이대로 보내긴 내 가슴이 너무나 이렇게 떠나가 버릴 너를 보려한것이 아니야 하지만 나는 기다려 네가 다시 돌아올날까지 이곳에서	['원하는', '신나는']
19930606	서태지와 아이들	마지막 축제	댄스	언제나 함께 했던 시간들을 접어 두고서 이제 너는 떠나가네 즐거웠던 시간만을 기억해 줄래 해맑은 네 큰눈에 반했던게 어제 같은데 이제 너는 떠나가네 우리에 따뜻했던 마음 기억해 줘 신비한 채로 가려져 있던 널 알기도 전에 우리가 헤어지는 일은 없을거라 난 믿었는데 너를 보내기 위한 춤을 추고 있어 짧은 시간만이 남았어 내 친구야 창밖을 봐 눈이 오잖아 모두 너를 위한 거야 느낄 수 있니 아침 해가 뜨기전에 널 보내 줄께 내겐 언제나 짜릿함으로 다가왔던 너에 따뜻한 미소 우린 언제나 다함께 나누었던 웃음과 눈물 신비롭던 너에 몸짓이 하나하나가 나의 기억속엔 언제나 매일매일 생각나겠지 어쩌다 너의길이 힘겨워 걷다가 지칠땐 주저 앉아 잠시 울어 언젠가 다시 만날 그날을 생각해 친구야 하루가 다 지나가고 잠들기전에 우리들을 기억해줘 다시 만날땐 너를 꼭 안아 주겠어 신비한 채로 가려져 있던 널 알기도 전에 우리가 헤어지는 일은 없을거라 난 믿었는데 너를 보내기 위한 춤을 추고 있어 짧은 시간만이 남았어 내 친구야 창밖을 봐 눈이 오잖아 모두 너를 위한 거야 느낄 수 있니 아침 해가 뜨기전에 널 보내 줄께	['신나는']
19930606	서태지와 아이들	너에게	발라드	니가 아무리 지금 날 좋아한다고 해도 그건 지금뿐일지도 몰라 왜냐하면 어 그건 말야 너의 말들을 웃어 넘기는 나의 마음을 너는 모르겠지 너의 모든 걸 좋아하지만 지금 나에겐 두려움이 앞서 너무 많은 생각들이 너를 가로 막고는 있지만 날 보고 웃어주는 네가 그냥 고마울 뿐이야 너는 아직 순수한 마음이 너무 예쁘게 남았어 하지만 나는 왜 그런지 모두가 어려운걸	['잔잔한', '원하는']
19931201	잼	어색한 느낌	댄스	얼마나 나를 더 포기해야 너를 보여주겠니 변한건 없어 이제는 지쳤어 그래 멋대로 해봐 너를 처음 만났을 땐 왠지 모를 설레임에 취해 나는 하루에도 몇번씩 꿈이 아닌가 확인도 했었지 하지만 너무도 힘들땐 모든걸 지우려 했었고 그래서 난 항상 너에게 그렇게 대해왔어 이젠 싸움에 지쳤어 우리 자존심을 버리자 너와 나 어색한 분위기는 더 이상 싫으니깐 너를 처음 만났을땐 왠지 모를 설레임에 취해 나는 하루에도 몇번씩 꿈이 아닌가 확인도 했었지 하지만 너무도 힘들땐 모든걸 지우려 했었고 그래서 난 항상 너에게 그렇게 대해왔어 얼마나 나를 더 포기해야 너를 보여주겠니 변한건 없어 이제는 지쳤어 그래 멋대로 해봐 그렇게	['어두운', '원하는', '신나는']
19931201	잼	잼 (Zam) 우리는	댄스	변한건 없어 우리들밖에 친구의 모습 거리에 뿌려 모두 그대로인데 어디든 우리들이 서있을 자리가 없는거야 수많은 사람들을 우린 언제부터인지 의식해왔어 Zam 이제는 우리에겐 친구가 필요해 Zam 조금만 더 가까이 내곁에 있어줘 잠에 취해서 잊고 살지만 어떤 때에는 숨쉬는 것도 힘이 들었던거야 화려한 모습 뒤엔 언제나 외로움이 있었고 막연히 다가오는 너희들이 부담스럽기도 했었지 Zam 이제는 편안히 쉬고 싶었어 Zam 우리가 원하는건 그런 게 아니야 Zam 이제는 우리에겐 친구가 필요해 Zam 조금만 더 가까이 내곁에 있어줘	['원하는', '신나는']
19931230	듀스	우리는	랩/힙합	난 누군가 또 여긴 어딘가 지금 저 멀리서 누가 날 부르고 있어 난 누군가 또 여긴 어딘가 이젠 우린 앞을 향해서만 나가겠어 주위를 아무리 둘러봐도 내곁엔 항상 어둠뿐이었지 느낄수 있는건 나의 힘든 거친 숨소리 하나일뿐 무너져버린 희망 또 후회속에 난 지내왔지 하지만 이제 나는 저 알수 없는 빛을 향해 달려가고 있어 난 누군가 또 여긴 어딘가 지금 저 멀리서 누가 날 부르고 있어 난 누군가 또 여긴 어딘가 이젠 우린 앞을 향해서만 나가겠어 모든건 생각하기에 달려 있는거야 너 그리고 나 다들 모두 마찬가지야 내게로 주어져 있는 생은 나에게 소중한 걸 나는 살아가며 이제 깨닫게 되었어 언제까지나 힘들지만은 않을거야 비록 지금의 그대가 믿을 수 없어도 우 지금이 힘들어도 그대가 믿기만 한다면 언젠가 새로운 모습이 되었을거야 나에게 힘든 수많은 일들 나를 쓰러지게 만들었어도 나에겐 앞으로 더욱 많은 날들이 남아 있을뿐이야 무너져버린 희망 또 후회속에 난 지내왔지 하지만 이제 나는 내 앞에 있는 그댈 향해 달려가고 있어 난 누군가 또 여긴 어딘가 지금 저 멀리서 누가 날 부르고 있어 난 누군가 또 여긴 어딘가 이젠 우리 앞을 향해서만 나가겠어 난 누군가 또 여긴 어딘가 지금 저 멀리서 누가 날 부르고 있어 난 누군가 또 여긴 어딘가 이젠 우린 앞을 향해서만 나가겠어	['어두운', 'pop', '신나는']
19940300	노이즈	내가 널 닮아갈 때	댄스	늦었지만 솔직히 말할게 처음 서로를 알게 된 그 때 이제와서 이런 말할 필욘없지만 나는 너를 별로라고 생각했어 너의 그런 촌스런 모습 너의 그런 무딘 센스 하지만 지금도 이해할 수 없던 것은 너를 멀리할 수 없었다는 걸 내가 널 닮아갈 때 으흠 니가 날 닮아갈 때 우리 서로 닮아가는 그 동안의 얘기가 너무 재밌지 않니 나의 그런 냉정한 성격 나의 그런 조급한 마음 모든 것이 널 만난 후부터 그렇게 조금씩 너처럼 무뎌지고 있었다는 걸 난 자신할 수 있었지 그렇지만 쉽지는 않았지 그런 너도 날 닮아가려고 꽤 많이 노력하는 것을 알게됐어 내가 널 닮아갈 때 으흠 니가 날 닮아갈 때 우리 서로 닮아가는 그 동안의 얘기가 너무 재밌지 않니 그렇게 다 얘기하지 내 모습이 너무나 변했다고 그래 사랑을 해봐 모든 것을 바꿔봐 그런 것들이 날 얼마나 기쁘게 하는지 생각해 봐 생각해 봐 그 모든 걸 그 모든 걸 샤바라바라바랍 시간은 그렇게 흘러갔어 나는 자꾸 널 닮아갔지 그렇게 세련된 것만 좋아하던 내가 이젠 털털한 성격의 소유자가 됐어 그러던 어느날 널 봤지 나는 미처 알아보지 못했어 그 곳엔 어느덧 매우 세련된 나의 공주님이 웃고 서있다는 걸 내가 널 닮아갈 때 으흠 니가 날 닮아갈 때 우리 서로 닮아가는 그 동안의 얘기가 너무 재밌지 않니 그렇게 다 얘기하지 내 모습이 너무나 변했다고 그래 사랑을 해봐 모든 것을 바꿔봐 그런 것들이 날 얼마나 기쁘게 하는지 생각해 봐 생각해 봐 그 모든 걸 그 모든 걸 생각해 봐 생각해 봐	['설레는', '원하는', '신나는']
19940300	노이즈	우리가 빛이 될 수 있다면	발라드	우리 이젠 다시 일어서야지 이곳은 아직도 밝은 빛이 우릴 비추잖니 너 슬퍼 하지마 내 손을 잡아봐 그래 그렇게 우린 오늘도 어두운 세상을 살아가고 있어 하지만 우린 모두가 커다란 등불이 될 수도 있어 우리가 빛이 될 수만 있다면 서로의 길을 비춰 줄꺼야 어둠속에 절망하는 사람없이 모두가 빛이 될 수 있도록 우리가 빛이 될 수만 있다면 서로의 꿈을 밝혀 줄꺼야 오늘만이 전부는 아닐꺼라고 모두가 얘기할 수 있도록 우린 오늘도 어두운 세상을 살아가고 있어 하지만 우리 모두가 커다란 등불이 될 수도 있어 우리가 빛이 될 수만 있다면 서로의 길을 비춰 줄꺼야 어둠속에 절망하는 사람없이 모두가 빛이 될 수 있도록 우리가 빛이 될 수만 있다면 서로의 꿈을 밝혀 줄거야 오늘만이 전부는 아닐거라고 모두가 얘기할 수 있도록 우리가 빛이 될 수만 있다면 오늘만이 전부는 아닐거라고 모두가 얘기할 수 있도록 모두가 얘기할 수 있도록	['잔잔한']
19940701	룰라	100일(日)째 만남	댄스	모처럼 큰맘 먹고 너를 위해서 가진 돈 모두 털어 선물을 샀어 디기디 어떤걸 좋아할지 모르겠지만 디기디 그래도 네 마음엔 들었으면 좋겠어 난 처음으로 여자에게 선물하는 내 맘이 왜 이렇게 어색하고 쑥스러운지 몰라 오 디기디 디기디 디기디 디기디 간직하고 있어줘 오 디기디 디기디 디기디 디기디 그게 나인것처럼 오 디기디 디기디 디기디 디기디 너를 지켜줄꺼야 오 디기디 디기디 디기디 디기디 항상 너의 곁에 있을꺼야 오늘을 기념하려 자릴 마련했어 우리 만난지 백일째날 내 맘을 보일때도 이제 된것같아 그래 이만큼 널 사랑해 어설픈 고백 대신 내게 끼워줬던 작은 반지 하나 비싼건 아니지만 나의 성의라고 생각해주겠니 이렇게 사소한데 눈물 흘려 기뻐하는 너를 안아주고파 혼이 났어 하지만 아직 일러 서두르면 내 곁에서 달아날지도 몰라 오늘을 기념하려 자릴 마련했어 우리 만난지 백일째날 내 맘을 보일때도 이제 된것같아 그래 이만큼 널 사랑해 생각도 못했는지 놀란 네 눈빛이 웬지 기쁘게 해 나 지금 망설이면 너를 놓칠까봐 사실 초조했어 걱정도 때론 했어 니가 만일 거절하면 어떡하나 고민도 했었지만 하지만 이젠 알아 너의 맘도 나에게로 이미 향해 있는 걸 오늘을 기념하려 자릴 마련했어 우리 만난지 백일째날 내 맘을 보일때도 이제 된것같아 그래 이만큼 널 사랑해 모처럼 큰맘 먹고 너를 위해서 가진 돈 모두 털어 선물을 샀어 디기디 어떤걸 좋아할지 모르겠지만 디기디 그래도 네 마음엔 들었으면 좋겠어 난 처음으로 여자에게 선물하는 내 맘이 왜 이렇게 어색하고 쑥스러운지 몰라 오 디기디 디기디 디기디 디기디 간직하고 있어줘 디기디 디기디 디기디 디기디 그게 나인것처럼 오 디기디 디기디 디기디 디기디 너를 지켜줄테야 디기디 디기디 디기디 디기디 항상 너의 곁에서	['원하는', '신나는']
