artist	title	genre
민경훈	It`s Alright	록/메탈
G-DRAGON	Heartbreaker (Feat. Flo Rida)	댄스
시크릿	Magic	댄스
시크릿	Magic	댄스
브라운 아이드 걸스	Magic (FOI 2010 주제곡)	댄스
이효리	그네 (Feat. 개리 Of 리쌍)	댄스
이효리	Bring It Back (Feat. 베카 Of 애프터스쿨, 전지윤 Of 포미닛)	댄스
이효리	I`m Back	댄스
이효리	How Did We Get (With 대성)	댄스
이효리	Love Sign (Feat. 상추 Of 마이티마우스)	댄스
이효리	Highlight (Feat. Bizzy)	댄스
이효리	Scandal	댄스
이효리	Feel The Same	발라드
이효리	Get 2 Know (Feat. Double K)	댄스
이효리	Memory (Feat. Bizzy)	발라드
이효리	Chitty Chitty Bang Bang (Feat. Ceejay Of Freshboyz)	댄스
포미닛	사랑 만들기	발라드, 국내드라마
예성	너 아니면 안돼	발라드, 국내드라마
김태우	그대라는 날개	발라드
현아, 낯선	황야의 무법자	댄스
2PM	Without U	댄스
2PM	Don`t Stop Can`t Stop	댄스
김태우	빗물이 내려서	발라드, 국내드라마
2AM	바보처럼	발라드, 국내드라마
비스트	Easy (Sincere Ver.)	발라드
유키스	뭐라고 (New Ver.)	댄스
카라	We`re With You	댄스
f(x)	NU 예삐오 (NU ABO)	댄스
다비치	시간아 멈춰라	댄스
다비치	Push Push (푸시 푸시)	발라드
빅뱅, 트랜스 픽션	승리의 함성 (The Shouts Of Reds Part2) (Feat. 김연아)	댄스
서인영	잘가요 로맨스	발라드
제아, 미료	Love Is…	댄스
슈퍼주니어	미인아	댄스
인피니트	추격자	댄스
원더걸스	2 Different Tears	댄스
엠블랙	Y	댄스
포미닛	HUH	댄스
씨엔블루	사랑 빛	록/메탈
씨엔블루	Sweet Holiday	록/메탈
2AM	No.1 (남아공 월드컵 공식 주제가)	댄스
SS501	Love Ya	댄스
이보람, 효민, 지연	우유보다 커피	댄스, 국내드라마
크리스탈	melody (Moderato)	발라드
서인영	사랑이라 쓰고 아픔이라 부른다	발라드
아이유	잔소리 (With 2AM 슬옹)	발라드
씨스타	Push Push (푸시 푸시)	댄스
코요태	사랑하긴 했니	발라드
코요태	리턴 (Return)	댄스
소연	뭐라고 끝낼까	발라드, 국내영화
오렌지 캬라멜	마법소녀 (魔法少女)	댄스
T.O.P	Turn It Up	랩/힙합
미쓰에이	Bad Girl Good Girl	댄스
태양	I Need A Girl (Feat. G-dragon)	R&B/Soul
조권	고백하던 날	댄스
간미연	미쳐가 (Feat. 미르)	댄스
정엽	혼잣말	발라드, 국내드라마
손담비	queen	댄스
나르샤	삐리빠빠	댄스
나르샤	I`m In Love (With 정성하)	발라드
손담비	Can`t U See	발라드
먼데이 키즈	가시같은 사랑	발라드, 국내드라마
빅마마	절대	댄스
지나	꺼져 줄게 잘 살아 (Feat. 용준형)	발라드
아이유	여자라서	발라드, 국내드라마
지나	애인이 생기면 하고 싶은 일 (With 비)	발라드
이승철	그 사람	발라드, 국내드라마
환희	내가 더 아플게	발라드
샤이니	Lucifer	댄스
SE7EN	Better Together	댄스
SE7EN	Digital Bounce (Feat. T.O.P)	댄스
먼데이 키즈	미치겠다 (With V.O.S)	발라드
Homme	밥만 잘 먹더라	발라드
DJ DOC	나 이런사람이야	랩/힙합
다비치	난 너에게	발라드
DJ DOC	부치지 못한 편지	랩/힙합
길미	미안해 사랑해서...(Feat. 케이윌)	랩/힙합
DJ DOC	투게더	랩/힙합
DJ DOC	오늘밤 (Feat. 아이비)	랩/힙합
아이유, 유승호	사랑을 믿어요	발라드
이승기	정신이 나갔었나봐	댄스
보아	Hurricane Venus	댄스
보아	Game	댄스
지아	웃음만..	발라드
서인국	애기야 (My Baby U)	댄스
시크릿	Madonna	댄스
레인보우	A	댄스
FT아일랜드	사랑사랑사랑	록/메탈
씨스타	가식걸	댄스
포맨	U	발라드
휘성	결혼까지 생각했어	R&B/Soul
박재범, 용감한 형제	울고 싶단 말야	랩/힙합
슈프림팀, 영준	왜	랩/힙합
2NE1	Go Away	댄스
2NE1	Can`t Nobody	댄스
2NE1	박수쳐	댄스
2NE1	아파 (Slow)	발라드
가비엔제이	그만하자	발라드 
미스에스	이 나이 먹고 뭐했길래 (Feat. 정슬기)	발라드
임정희	헤어지러 가는 길 (Feat. 조권)	발라드
이승기	지금부터 사랑해 (내 여자친구는 구미호 삽입곡)	발라드
박유천, 시아준수, 김재중	찾았다	발라드, 국내드라마
미쓰에이	Breathe	댄스
비스트	숨	댄스
티아라	하늘땅 별땅	댄스
슈프림팀	그땐 그땐 그땐	랩/힙합
2PM	I'll Be Back	댄스
강승윤	본능적으로	록/메탈
SG 워너비	해바라기	발라드
소녀시대	훗(Hoot)	댄스
2AM	전활 받지 않는 너에게	발라드
장재인	가로수 그늘 아래 서면	발라드
2AM	미친 듯이	발라드
민경훈	상처투성이	발라드
걸스데이	잘해줘봐야	댄스
레인보우	A	댄스
허각	언제나	발라드
비스트	Beautiful	댄스
카라	점핑	댄스
백지영	그여자	발라드
허각	하늘을 달리다	발라드
김범수	나타나	발라드
김지수	널 지우는 일	발라드
서인국	Take	댄스
티아라	왜 이러니	댄스
신용재	이유	발라드
티아라	yayaya	댄스
씨스타	니까짓게	댄스
아이유	좋은 날	댄스
아이유	첫 이별 그날 밤	발라드
아이유	느리게 하는 일	발라드
서인영	리듬속으로	댄스
태연	사랑해요	발라드
GD&TOP	Oh Yeah (Feat. 박봄)	랩/힙합
GD&TOP	High High	랩/힙합
성시경	너는 나의 봄이다	발라드
아이유	Someday	발라드
틴탑	Supa Luv	댄스
달샤벳	Supa Dupa Diva	댄스
슈프림팀	Get Ready	랩/힙합
동방신기	왜 (Keep Your Head Down)	댄스
비스트	너 때문인걸	댄스
시크릿	샤이보이	댄스
인피니트	BTD (Before The Dawn)	댄스
선예	Maybe	발라드
엠블랙	Stay	댄스
엠블랙	Cry	댄스
정용화	처음 사랑하는 연인들을 위해 (반말송)	발라드
소녀시대	비주얼드림 (POP! POP!)	댄스
지나	Black & White	댄스
수지	겨울아이	발라드
김보경	하루하루	발라드
쥬얼리	Back It Up	댄스
이창민, 진운	사랑하면 안될까	발라드
크리스탈	나 때문에	발라드
이현	내꺼중에 최고	발라드
F-ve Dolls	너 말이야	댄스
아이유	나만 몰랐던 이야기	발라드
아이유	잔혹동화	발라드
간미연	파파라치 (Feat. 에릭)	댄스
엠블랙	다시	댄스
빅뱅	TONIGHT	댄스
빅뱅	CAFE	댄스
빅뱅	What Is Right	댄스
빅뱅	SOMEBODY TO LOVE	댄스
빅뱅	HANDS UP	댄스
송지은	미친거니 (Feat. 방용국)	발라드
오렌지 캬라멜	방콕시티 (Bangkok City)	댄스
다비치	한사람	발라드, 국내드라마
동방신기	이것만은 알고 가 (Before U Go)	댄스
김보경	봄처럼	발라드
2AM	최고의 사랑 (후쿠야마 마사하루 리메이크)	발라드
인피니트	Nothing's Over	댄스
제국의아이들	Here I Am	댄스
걸스데이	반짝반짝	댄스
씨엔블루	직감	록/메탈
김태우	메아리	댄스
포미닛	Heart To Heart	댄스
김태우	Brothers＆Me (With JYP & Rain)	발라드
유키스	330	발라드
장재인	그 곳	록/메탈
포미닛	거울아 거울아	댄스
나르샤	아는 여자	발라드, 국내드라마
김그림	너 밖엔 없더라	발라드
레인보우	To Me (내게로,,)	댄스
브레이브걸스	아나요	발라드
빅뱅	LOVE SONG	댄스
빅뱅	STUPID LIAR	댄스
NS 윤지	Talk Talk Talk	댄스
달샤벳	핑크 로켓 (Pink Rocket)	댄스
에이핑크	몰라요	댄스
f(x)	피노키오 (Danger)	댄스
박봄	Don't Cry	댄스
걸스데이	너의 마음을 내게 준다면	발라드, 국내드라마
씨엔블루	Love Girl (New Ver.)	록/메탈
애프터스쿨	Shampoo	댄스
of 비스트	안을까 말까	댄스
장재인	그대는 철이 없네 (Feat. 김지수)	포크/블루스
미쓰에이	Love Alone	댄스
씨스타19	Ma Boy (마보이)	댄스
서인영	세수	발라드
인피니트	Can U Smile (Broadcasting Ver.)	댄스
F-ve Dolls	이러쿵 저러쿵	댄스
지나	내 사람이라서	발라드, 국내드라마
2NE1	Lonely	발라드
비스트	비가 오는 날엔	발라드
허영생	Let It Go (Feat. 현아)	댄스
쥬얼리	Pass	댄스
비스트	Fiction	댄스
제시카	눈물이 넘쳐서	발라드, 국내드라마
김보경	잊어도 지워도	발라드
써니힐	두근두근	발라드, 국내드라마
FT아일랜드	Hello Hello	록/메탈
아이유	내 손을 잡아	발라드, 국내드라마
장우혁	시간이 멈출 날 Time Is [L]over	댄스
보이프렌드	Boyfriend (보이프렌드)	댄스
장재인	장난감 병정들	포크/블루스
김현중	제발 (Please)	발라드
시크릿	별빛달빛	댄스
써니힐	Midnight Circus	댄스
종현	So Goodbye	발라드, 국내드라마
김현중	Break Down (Feat. Double K)	댄스
f(x)	Hot Summer	댄스
김보경	Suddenly	발라드, 국내드라마
2PM	Hands Up	댄스
2NE1	내가 제일 잘 나가	댄스
정용화	넌 내게 반했어	발라드, 국내드라마
GG (박명수 & G-Dragon)	바람났어 (Feat. 박봄)	댄스
처진 달팽이 (유재석 & 이적)	압구정 날라리	댄스
바닷길 (길 & 바다)	나만 부를 수 있는 노래	댄스
철싸 (노홍철 & 싸이 (PSY))	흔들어 주세요	댄스
파리돼지앵 (정형돈 & 정재형)	순정마초	발라드
처진 달팽이 (유재석 & 이적)	말하는 대로	발라드
스윗 콧소로우 (정준하 & 스윗소로우)	정주나요	발라드
센치한 하하 (하하 & 10cm)	죽을래 사귈래	록/메탈
현아	Bubble Pop!	댄스
엠블랙	모나리자 (Mona Lisa)	댄스
미쓰에이	Good-bye Baby	댄스
인피니트	내꺼하자	댄스
2NE1	UGLY	댄스
슈퍼주니어	Mr.Simple	댄스
김준수	You Are So Beautiful	발라드
씨스타	So Cool (쏘쿨)	댄스
달샤벳	블링블링 (Bling Bling)	댄스
10CM	안아줘요	인디음악, 록/메탈
지나	Top Girl	댄스
리쌍	TV를 껐네... (Feat. t윤미래, 권정열 Of 10cm)	발라드, 랩/힙합
리쌍	나란 놈은 답은 너다 (Feat. 하림)	랩/힙합
리쌍	회상 (Feat. 백지영)	랩/힙합
다비치	안녕이라고 말하지마	발라드
다비치	사랑 사랑아	발라드
버벌진트	좋아보여 (Feat. 검정치마)	랩/힙합
카라	STEP	댄스
지아	그대이길 바래요 (With 케이윌)	발라드
성시경	난 좋아	발라드
허각	Hello	댄스
브라운 아이드 걸스	Sixth Sense	댄스
인피니트	파라다이스	댄스
버스커 버스커	동경소녀	록/메탈
울랄라세션	달의 몰락	록/메탈
버스커 버스커	정류장	발라드
울랄라세션	미인	댄스
시크릿	사랑은 Move	댄스
소녀시대	The Boys	댄스
효린	내겐 너니까	발라드
소녀시대	봄날	발라드
소녀시대	Trick	댄스
이승기	친구잖아	발라드
울랄라세션	서쪽하늘	발라드
버스커 버스커	막걸리나	록/메탈
브라운 아이드 걸스	클렌징크림	발라드
원더걸스	Be My Baby	댄스
울랄라세션	Swing Baby	댄스
원더걸스	Sweet Dreams	댄스
허각	죽고 싶단 말 밖에	발라드
티아라	Cry Cry	댄스
버스커 버스커	서울사람들	록/메탈
에이핑크	My My	댄스
수지	눈물이 많아서	발라드
아이유	너랑 나	댄스
아이유	비밀	발라드
아이유	벽지무늬	발라드
아이유	사랑니	발라드
아이유	Last Fantasy	발라드
아이유	길 잃은 강아지	발라드
트러블메이커	Trouble Maker	댄스
인피니트	하얀 고백(Lately)	댄스
장재인	겨울밤	발라드
티아라	Lovey-Dovey	댄스
다이나믹 듀오	거기서거기	랩/힙합
틴탑	미치겠어	댄스
엠블랙	전쟁이야	댄스
엠블랙	낙서	발라드
나인뮤지스	뉴스 (News)	댄스
원더걸스	The DJ Is Mine	댄스
써니힐	베짱이 찬가	댄스
효린	널 사랑하겠어	발라드
비스트	이럴 줄 알았어	댄스
달샤벳	Hit U	댄스
FT아일랜드	지독하게	록/메탈
SE7EN	내가 노래를 못해도	발라드
블락비	난리나	댄스
블락비	싱크로율 100%	댄스
다비치	생각날거야	발라드
박재범	Know Your Name (Feat. Dok2)	R&B/Soul
에일리	Heaven	발라드
EXID	WHOZ THAT GIRL	댄스
미쓰에이	Touch	댄스
미쓰에이	No Mercy	댄스
빅뱅	사랑먼지	댄스
빅뱅	FANTASTIC BABY	댄스
빅뱅	날개 (대성 SOLO)	댄스
빅뱅	BAD BOY	발라드
빅뱅	재미없어	댄스
2AM	너도 나처럼	발라드
2AM	내꺼였는데	발라드
B1A4	Baby I'm Sorry	댄스
양요섭, 정은지	LOVE DAY	댄스
샤이니	Sherlock.셜록 (Clue+Note)	댄스
가인	너만을 모르길	발라드
신화	Venus	댄스
씨엔블루	Hey You	록/메탈
씨엔블루	Hey You	록/메탈
씨엔블루	아직 사랑한다	록/메탈
태연	미치게 보고싶은	발라드, 국내드라마
버스커 버스커	벚꽃 엔딩	록/메탈
버스커 버스커	첫사랑	록/메탈
버스커 버스커	여수 밤바다	록/메탈
버스커 버스커	이상형	록/메탈
버스커 버스커	꽃송이가	록/메탈
버스커 버스커	외로움증폭장치 (브래드 드럼 한판 쉬기)	록/메탈
버스커 버스커	전활 거네	록/메탈
버스커 버스커	골목길 어귀에서	록/메탈
버스커 버스커	향수	록/메탈
스피카	Painkiller	댄스
허각	나를 사랑했던 사람아	발라드
EXO-K	MAMA	댄스
포미닛	Volume Up	댄스
티파니	그대니까요	발라드, 국내드라마
씨스타	나혼자 (Alone)	댄스
씨스타	Lead Me	발라드
걸스데이	Oh! My God	댄스
써니힐	백마는 오고 있는가	댄스
아이비	찢긴 가슴	발라드
B.A.P	Power	댄스
소녀시대-태티서	Twinkle	댄스
블락비	눈감아줄께	발라드
인피니트	눈물만	발라드
에이핑크	HUSH	댄스
헬로비너스	Venus	댄스
울랄라세션	아름다운 밤	댄스
아이유	복숭아	발라드
아이유	그 애 참 싫다	발라드
아이유	하루 끝	댄스
시아준수	사랑이 싫다구요	발라드
울랄라세션	다 쓰고 없다	발라드
이해리	너의 뒤에서	발라드
JJ Project	Bounce	댄스
지나	2HOT	댄스
티아라	빙글빙글	댄스
B1A4	잘자요 굿나잇	댄스
김태우	High High	댄스, 국내드라마
써니힐	Do it	댄스
틴탑	To You	댄스
예성	꽃보다 그녀	댄스, 국내드라마
원더걸스	Like this	댄스
빅뱅	MONSTER	댄스
빅뱅	STILL ALIVE	댄스
빅뱅	EGO	댄스
빅뱅	FEELING	댄스
빅뱅	빙글빙글	댄스
원더걸스	Girlfriend	발라드
원더걸스	R.E.A.L	댄스
원더걸스	Hey Boy	댄스
원더걸스	Sorry	발라드
다비치	너라서	발라드
버즈	가슴이 운다	록/메탈
달샤벳	Mr. BangBang	댄스
주니엘	illa illa (일라 일라)	발라드
f(x)	Electric Shock	댄스
비스트	미운사람	댄스, 국내드라마
울랄라세션	굿바이데이	발라드
이현	가슴이 시린 게	발라드, 국내드라마
버스커 버스커	정말로 사랑한다면	록/메탈
버스커 버스커	그댈 마주하는건 힘들어 (그마힘)	록/메탈
씨스타	Loving U (러빙유)	댄스
슈퍼주니어	Sexy, Free & Single	댄스
티아라	DAY BY DAY	댄스
윤하	우린 달라졌을까 (With John Park)	발라드
2NE1	I Love You	댄스
이종현	내 사랑아	포크/블루스, 국내드라마
김재중	살아도 꿈인 것처럼	발라드, 국내드라마
싸이	강남스타일	랩/힙합
비스트	Midnight (별 헤는 밤)	댄스
싸이	뜨거운 안녕 (Feat. 성시경)	랩/힙합
싸이	어땠을까 (Feat. 박정현)	랩/힙합
보아	Only One	댄스
비스트	아름다운 밤이야	댄스
신용재	자꾸만 자꾸만	발라드
다비치	남자도 우나요	발라드
레게 강 같은 평화	부산 바캉스	댄스, 랩/힙합
아이유, 피에스타	달빛바다	댄스
틴탑	나랑 사귈래?	댄스
허각, 지아	I Need You	발라드
카라	Pandora	댄스
멜로디데이 (MelodyDay)	그 한마디	발라드, 국내드라마
서인국, 정은지	All For You	발라드
멜로디데이 (MelodyDay)	그 한마디	발라드, 국내드라마
멜로디데이 (MelodyDay)	해주고 싶은 말 (Feat. MC진리, Zeenan)	록/메탈, 국내드라마
티아라	SEXY LOVE	댄스
정은지, 서인국	우리 사랑 이대로	발라드, 국내드라마
어반자카파	니가 싫어	발라드
태연	가까이	발라드, 국내드라마
백아연	느린노래	발라드
오렌지 캬라멜	립스틱 (LIPSTICK)	댄스
시크릿	POISON	댄스
G-DRAGON	그XX	발라드
G-DRAGON	Missing You (Feat. 김윤아 Of 자우림)	랩/힙합
G-DRAGON	크레용 (Crayon)	랩/힙합
멜로디데이 (MelodyDay)	해주고 싶은 말 (Feat. MC진리, Zeenan)	발라드, 국내드라마
나얼	바람기억	발라드
동방신기	Catch Me	댄스
멜로디데이 (MelodyDay)	그때처럼	발라드, 국내드라마
가인	피어나	댄스
10CM	오늘밤에	인디음악, 록/메탈
미쓰에이	남자 없이 잘 살아	댄스
에일리	보여줄게	댄스
에일리	저녁 하늘	발라드
블락비	닐리리맘보	댄스
현아	Ice Cream	댄스
박명수	꿈이었을까	발라드
프라이머리	독(Feat. E-Sens)	랩/힙합
주니엘	나쁜 사람	발라드
이하이	허수아비	발라드
양요섭	카페인	발라드
가인	노스텔지아	발라드
시크릿	Talk That	댄스
멜로디데이 (MelodyDay)	다 너로 보인다	발라드, 국내드라마
써니힐	Goodbye To Romance	발라드
백아연	키다리 아저씨	발라드
케이윌	사랑은 이렇게	발라드
멜로디데이 (MelodyDay)	그만 아파하자	발라드, 국내드라마
스피드	슬픈약속 (Feat. 다비치)	발라드
인피니트H	Victorious Way	랩/힙합
인피니트H	Special Girl (Feat. Bumkey)	랩/힙합
인피니트H	니가 없을 때 (Feat. Zion.T)	랩/힙합
인피니트H	못해 (Feat. 개코 Of Dynamic Duo)	랩/힙합
인피니트H	Fly High (Feat. 베이비 소울)	랩/힙합
스피드	빵빵	댄스
스피드	IT`S OVER (Feat. 박보영)	댄스
스피드	슬픈약속 (Feat. 다비치)	발라드
스피드	Luv Ya	발라드
스피드	지독히도 가슴아픈 사랑	댄스
스피드	I do I do (Feat. 더 씨야)	댄스
스피드	하루종일	발라드
스피드	IT`S OVER (Only Speed)	댄스
멜로디데이 (MelodyDay)	마법의 성	발라드, 국내드라마
2YOON (포미닛 투윤)	07월 24일	댄스
2YOON (포미닛 투윤)	악몽 (Feat. 정일훈 Of BTOB)	발라드
2YOON (포미닛 투윤)	Why Not	발라드
2YOON (포미닛 투윤)	쎄쎄쎄 (Feat. Kikaflo)	발라드
2YOON (포미닛 투윤)	Black Swan (Feat. 낯선)	발라드
멜로디데이 (MelodyDay)	그때처럼	발라드, 국내드라마
멜로디데이 (MelodyDay)	그만 아파하자	록/메탈, 국내드라마
다소니	아주 흔한 말	발라드
다소니	Good Bye	댄스
멜로디데이 (MelodyDay)	어떡해	록/메탈, 국내드라마
스피드	통증	댄스
스피드	빵빵	댄스
스피드	It`s Over (Feat. 박보영)	댄스
스피드	슬픈약속 (Feat. 다비치)	발라드
스피드	Luv Ya	발라드
스피드	지독히도 가슴아픈 사랑	댄스
스피드	I Do I Do (Feat. 더 씨야)	댄스
스피드	하루종일	발라드
스피드	It`s Over (Only Speed)	댄스
멜로디데이 (MelodyDay)	어떡해	발라드, 국내드라마
레이디스 코드	나쁜여자	댄스
레이디스 코드	SuperGirl	댄스
레이디스 코드	Dada La	댄스
레이디스 코드	안울래	발라드
다소니	아주 흔한 말 (Stage Ver.)	발라드
제아파이브	Missing You	댄스
제아파이브	헤어지던 날	댄스
제아파이브	피앙세 (Fiancee)	댄스
제아파이브	아리따운 걸	댄스
제아파이브	Mistake	댄스
히스토리	Dreamer (Narr. 아이유)	댄스
히스토리	D-Day	발라드
히스토리	The Last Time	발라드
LC9	전초전	댄스
LC9	MaMa Beat (Feat. 가인)	댄스
LC9	Hold On	발라드
LC9	Ready Set Go	댄스
투아이즈 (2EYES)	겨울사랑	발라드, 국내드라마
핫젝갓알지	할 수 있어	댄스
소년공화국 (Boys Republic)	전화해 집에 (Party Rock)	댄스
소년공화국 (Boys Republic)	Special Girl	댄스
티아라,더 씨야,F-ve Dolls,스피드	진통제	발라드
방탄소년단	We Are Bulletproof PT.2	랩/힙합
방탄소년단	No More Dream	랩/힙합
방탄소년단	좋아요	발라드
방탄소년단	Outro : Circle Room Cypher	랩/힙합
투아이즈 (2EYES)	까불지마	댄스
투아이즈 (2EYES)	Bloody Luv	댄스
투아이즈 (2EYES)	아이러니야	댄스
핫젝갓알지	비에 스친 날들	댄스
멜로디데이 (MelodyDay)	혼자하는 사랑	발라드
베스티	두근두근 (Pitapat)	댄스
멜로디데이 (MelodyDay)	달콤하게 랄랄라	발라드, 국내드라마
M.Pire	너랑 친구 못해	댄스
레이디스 코드	Hate You	댄스
히스토리	열대야 (Tell Me Love)	댄스
히스토리	Blind	댄스
히스토리	Ma Red Night	댄스
히스토리	Why Not	댄스
엔오엠	누난 예뻐	댄스
레이디스 코드	예뻐 예뻐	댄스
레이디스 코드	Hate You	댄스
레이디스 코드	I`m Fine Thank You	발라드
Wa$$up 	Hotter Than A Summer	댄스
멜로디데이 (MelodyDay)	All About	발라드, 국내드라마
방탄소년단	INTRO : O!RUL8,2?	랩/힙합
방탄소년단	N.O	랩/힙합
방탄소년단	We On	랩/힙합
방탄소년단	If I Ruled The World	랩/힙합
방탄소년단	Coffee	랩/힙합
방탄소년단	진격의 방탄	랩/힙합
방탄소년단	팔도강산	랩/힙합
방탄소년단	OUTRO : LUV IN SKOOL	랩/힙합
멜로디데이 (MelodyDay)	All About	발라드, 국내드라마
소년공화국 (Boys Republic)	I`m Ready (Intro)	댄스
소년공화국 (Boys Republic)	넌 내게 특별해	댄스
소년공화국 (Boys Republic)	뭐하러	댄스
소년공화국 (Boys Republic)	L.I.U	댄스
소년공화국 (Boys Republic)	전화해 집에 (Party Rock)	댄스
소년공화국 (Boys Republic)	Special Girl	댄스
투아이즈 (2EYES)	Shooting Star	댄스
베스티	연애의 조건 (Love Options)	댄스
디아,키스 & 크라이	모던하게 (Feat. 쇼리 Of 마이티마우스)	R&B/Soul
멜로디데이 (MelodyDay)	Can You Feel Me	록/메탈, 국내드라마
탑독	Dogg`s Out	랩/힙합
탑독	말로해	랩/힙합
탑독	너 같은 여자 (Kidoh Solo)	랩/힙합
탑독	귀여운 걸	랩/힙합
탑독	Play Ground	랩/힙합
M.Pire	까딱까딱	댄스
M.Pire	On My Mind	댄스
M.Pire	너랑 친구 못해	댄스
M.Pire	On My Mind (Inst.)	댄스
틴트	첫눈에 반했어	댄스
틴트	첫눈에 반했어 (Acoustic Ver.)	발라드
멜로디데이 (MelodyDay)	혼자만	발라드, 국내드라마
M&N (미료&나르샤)	오늘밤	랩/힙합
M&N (미료&나르샤)	Tonight	랩/힙합
Wa$$up 	NOM NOM NOM (놈놈놈)	랩/힙합
Wa$$up 	WA$$UP	댄스
Wa$$up 	갤럭시	댄스
Wa$$up 	Bang Bang (NaDa Solo)	랩/힙합
Wa$$up 	Hotter Than A Summer	댄스
Wa$$up 	NOM NOM NOM (놈놈놈) (Inst.)	랩/힙합
멜로디데이 (MelodyDay)	사랑하는 사람 있어요	발라드, 국내드라마
Pro C (프로씨)	나쁜기억 (Feat. 케이윌)	랩/힙합
히스토리	난 너한테 뭐야	댄스
히스토리	Hello	댄스
히스토리	Tomorrow	댄스
히스토리	신파	댄스
멜로디데이 (MelodyDay)	혼자만	발라드, 국내드라마
멜로디데이 (MelodyDay)	Can You Feel Me	록/메탈, 국내드라마
탑독	Dogg`s Out	랩/힙합
탑독	말로해	랩/힙합
탑독	Cigarette	랩/힙합
탑독	너 같은 여자 (Kidoh Solo)	랩/힙합
탑독	귀여운 걸	랩/힙합
탑독	Play Ground	랩/힙합
베스티	짱 크리스마스 (Zzang Christmas) (Feat. 유세윤)	댄스
Wa$$up 	라팜팜파	랩/힙합
Wa$$up 	Jingle Bell	랩/힙합
비트윈 (BEATWIN)	갖고싶니 (She`s My Girl)	댄스
비에이 (Be.A)	I`m Sorry	댄스
비에이 (Be.A)	나 어떡해	댄스
비에이 (Be.A)	뭣 모르고	댄스
마마무 (Mamamoo),범키	행복하지마	R&B/Soul
탑독	아라리오	랩/힙합
탑독	들어와 (Open The Door)	랩/힙합
탑독	알어	발라드
탑독	종말론자	랩/힙합
탑독	들어와 (Open The Door) (Inst.)	랩/힙합
GOT7 (갓세븐)	여보세요	랩/힙합
GOT7 (갓세븐)	Girls Girls Girls	랩/힙합
GOT7 (갓세븐)	난 니가 좋아	랩/힙합
GOT7 (갓세븐)	따라와	랩/힙합
GOT7 (갓세븐)	Like Oh	랩/힙합
GOT7 (갓세븐)	Playground	발라드
레인보우 블랙	Cha Cha	댄스
레인보우 블랙	한마디	발라드
레인보우 블랙	Silhouette	발라드
칠학년일반	오빠 바이러스	댄스
디아,키스 & 크라이	도미노 게임	댄스
Pro C (프로씨)	더 사랑하는 쪽이 아프다 (Feat. 에일리)	랩/힙합
Pro C (프로씨)	나쁜기억 (Feat. 케이윌)	랩/힙합
케이윌,마마무 (Mamamoo)	썸남썸녀 (Feat. 휘성)	댄스
방탄소년단	Intro : Skool Luv Affair	랩/힙합
방탄소년단	상남자 (Boy In Luv)	랩/힙합
방탄소년단	어디에서 왔는지	랩/힙합
방탄소년단	하루만	랩/힙합
방탄소년단	Tomorrow	랩/힙합
방탄소년단	BTS Cypher PT.2 : Triptych	랩/힙합
방탄소년단	등골브레이커	랩/힙합
방탄소년단	Jump	랩/힙합
방탄소년단	Outro : Propose	랩/힙합
레이디스 코드	So Wonderful	댄스
비에이 (Be.A)	나 어떡해 Part.2	댄스
